support_id,job_id,variant,persona,valid
90,teen_social_big_support_aug2_218,,"Your views on social media are structured and selective: you use Instagram in short, purposeful bursts, often posting a quick story or update each day while avoiding long scrolling sessions. Clear household rules keep you off your phone at bedtime, so social media rarely disrupts sleep, though you can still sometimes compare yourself negatively to what others post. Overall, you see it as a useful way to stay connected with friends when kept within firm limits.",True
91,teen_social_big_support_aug2_219,,"Your views on social media are mixed: you use it in a fairly routine way, often posting or sharing in quick bursts and spending more time on YouTube than other platforms. Even though your total daily time is not extremely high, you often end up checking after bedtime, which can cut into sleep and leave you comparing yourself negatively to others. You do not feel that social media changes your friendships very much, and you have some clear rules at home that shape when and how you use it.",True
92,teen_social_big_support_aug2_220,,"Your views on social media are active but conflicted: you spend a lot of time there and post frequently, especially on Snapchat, while trying to keep it from taking over bedtime because there are some clear household rules. Even with that structure, scrolling and sharing can leave you comparing yourself to others and feeling less connected to friends rather than closer.",True
93,teen_social_big_support_aug2_221,,"Your views on social media are shaped by heavy watching rather than active posting: you spend a lot of time scrolling and watching YouTube, including after you meant to go to bed, but you do not share much yourself. Even though your parents set very strict rules, you still find ways to use social media often, and it can make you compare yourself negatively to others. At the same time, you feel it mostly does not change your friendships much and usually does not seriously disrupt your sleep.",True
94,teen_social_big_support_aug2_222,,"Your views on social media are mixed: you check it most days for a modest amount of time, mainly to keep up through Snapchat, but you mostly watch rather than post and you put it away at bedtime without much outside enforcement. Even with limited use, feeds can make you compare yourself to others and feel more left out than connected.",True
95,teen_social_big_support_aug2_223,,"Your views on social media are shaped by using it a lot as a background habit, especially checking Snapchat and watching what others are doing, while rarely putting your own posts out there. You may look after bedtime sometimes, but you usually stop before it hurts your sleep, and you do not tend to compare yourself negatively. Even so, the quick updates and streaks can feel shallow, so social media can leave you feeling less genuinely connected to friends despite spending many hours on it. Your household has a few loose expectations about phone use, but they are not heavily enforced.",True
96,teen_social_big_support_aug2_224,,"Your views on social media are active but structured: you spend a lot of time on it and post frequently, especially on TikTok, while keeping it out of bedtime because clear rules and personal routines make sleep feel separate. You do not usually compare yourself negatively to others, and you see social media as more of a habit or entertainment space than something that strongly changes how connected you feel to friends.",True
97,teen_social_big_support_aug2_225,,"Your views on social media are pretty low-key: you do not spend much time on it, rarely post, and usually avoid using it late enough to affect sleep. You mostly treat it as a light way to watch videos and keep up with friends, especially through YouTube, without feeling much pressure to compare yourself to others. Your parents have a few loose expectations, but social media does not feel heavily restricted or central to your day.",True
98,teen_social_big_support_aug2_226,,"Your views on social media are mixed: you spend a lot of time scrolling and checking in, mostly on Instagram, but you keep it out of bedtime so it rarely affects sleep. You share when something feels worth posting rather than daily, feel closer to friends through updates and messages, and manage your use without many household rules, even though seeing others' posts often makes you compare yourself negatively.",True
99,teen_social_big_support_aug2_227,,"Your views on social media are mixed: you spend a lot of time there and post regularly, but it can leave you feeling less connected to friends rather than closer. You do not usually compare yourself negatively with others, yet the time you spend scrolling or checking updates often cuts into sleep, especially when you use it after bedtime only sometimes. With few limits at home and a main platform outside the biggest listed apps, your habits feel self-directed but not always easy to manage.",True
100,teen_social_big_support_aug2_228,,"Your views on social media are focused and practical: you check TikTok in short bursts and may post something quick most days, but you do not spend much total time scrolling. You tend to keep your phone out of bedtime routines, so it rarely affects your sleep, and you do not usually compare yourself negatively to others online. Even so, the constant posting and quick reactions can make friendships feel less genuine or more performative, so social media can leave you feeling less connected despite using it regularly. Your parents have a few loose expectations rather than strict rules.",True
101,teen_social_big_support_aug2_229,,"Your views on social media are conflicted: you do not really see yourself as a social-media user and do not have a main platform, but you still spend some time looking at feeds, short videos, links, or posts without sharing much yourself. You usually keep it from taking over bedtime, though it can still make you compare yourself to others and feel a bit less connected to friends rather than more connected.",True
102,teen_social_big_support_aug2_230,,"Your views on social media are ambivalent: you do not see yourself as having a main platform or being an active user, and you post rarely, but you still drift into checking videos, messages, or feeds for an hour or two, especially after bedtime. It does not make you feel much closer to friends, and it can trigger comparison and sleep problems, while your parents have some clear limits.",True
103,teen_social_big_support_aug2_231,,"Your views on social media are active but not especially negative: you use it as a regular way to keep friendships feeling close, especially through quick Snapchat updates and daily sharing. You often end up checking it after you meant to be done for the night, and that can interfere with sleep, but you do not usually come away feeling worse about yourself or comparing yourself harshly to others. You also have some clear household rules around use, even if they do not fully prevent late-night scrolling.",True
104,teen_social_big_support_aug2_232,,"Your views on social media are cautious and low-engagement: you mostly check Snapchat briefly rather than posting, and you avoid scrolling after bedtime, but even small doses can leave you thinking about messages or expectations enough to disrupt sleep. You do not usually compare yourself to others online, yet the experience can still make friendships feel thinner or more stressful, with only loose household rules shaping your habits.",True
105,teen_social_big_support_aug2_233,,"Your views on social media are cautious and low-key: you check Instagram briefly, mostly to see what others are doing, but you rarely post yourself. Even without many parental rules, you tend to limit your own time. You sometimes end up looking after bedtime and sometimes compare yourself negatively to what you see, but it usually does not keep you from sleeping. Overall, social media can make friendships feel more distant than closer because the updates seem curated instead of personal.",True
106,teen_social_big_support_aug2_234,,"Your views on social media are cautious and limited: you do not really think of yourself as a social-media user, and strict rules keep your time and posting very low. Still, the occasional checking you do, especially around bedtime, can stick in your mind, disrupt sleep, and trigger comparison, even though it also helps you feel a bit more connected to friends.",True
107,teen_social_big_support_aug2_235,,"Your views on social media are selective and mixed: you do not spend much time on it or post very often, but TikTok is still the place you are most likely to check. You usually avoid using it after bedtime, yet even short evening checks or notifications can make it hard to fall asleep, so you feel it often interferes with sleep. You sometimes compare yourself negatively to others, but overall it helps you feel more connected to friends, and your parents set a few loose expectations rather than strict limits.",True
108,teen_social_big_support_aug2_236,,"Your views on social media are cautious and somewhat conflicted: you do not spend much total time on it and almost never post, but you still tend to check YouTube or scroll after you meant to go to sleep. Even short late-night use can keep you awake, lead to comparing yourself negatively with others, and make online spaces feel more isolating than connecting. Your parents have some clear rules, but they do not fully prevent bedtime checking.",True
109,teen_social_big_support_aug2_237,,"Your views on social media are cautious and selective: you usually keep sessions short and do not tend to scroll late after bedtime, but you still share or post in small bursts a few times a week. YouTube feels like your main place online, more for videos than constant friend contact, so social media does not change your sense of connection much. Even with limited use and only loose rules at home, you can still find yourself comparing your life or appearance to what you see, and that sometimes leaves you thinking about it enough to affect sleep.",True
110,teen_social_big_support_aug2_238,,"Your views on social media are cautious and mixed: you use it regularly enough to keep up, especially through Snapchat, but you do not post much and strict household rules keep it from taking over. You sometimes check it later than planned and sometimes compare yourself negatively to what others share, yet it usually does not disrupt your sleep. Even though you are connected to friends online, the selective posts and missed-out moments can make you feel less connected overall.",True
111,teen_social_big_support_aug2_239,,"Your views on social media are selective and mixed: you use it regularly but not constantly, mostly watching videos and sharing a few times a week. You try to keep it out of bedtime and usually follow clear household expectations, yet the time you do spend online can still leave you comparing yourself to others and feeling less connected to friends rather than closer.",True
112,teen_social_big_support_aug2_240,,"Your views on social media are shaped by spending a lot of time scrolling and messaging, especially on Snapchat, without feeling like it dramatically changes your friendships. You do not post much yourself, but you often stay on after you meant to go to sleep and sometimes notice it cutting into rest. You also often compare yourself negatively to what you see online, while having little outside structure or rules limiting your use.",True
113,teen_social_big_support_aug2_241,,"Your views on social media are that it is a small but regular part of your day: you may check TikTok briefly, including after you meant to be done for the night, but you do not feel it keeps you from sleeping or makes you compare yourself negatively. You post or share sometimes rather than constantly, feel it helps you stay connected with friends, and see your parents' rules as clear without being overwhelming.",True
114,teen_social_big_support_aug2_242,,"Your views on social media are practical and a little idiosyncratic: you spend a lot of time online and post frequently, often drifting past bedtime enough that sleep suffers, but you do not see other people's posts as a yardstick for your own life. Being online feels more like background activity than a real boost to friendships, your parents mostly leave it to you, and you may not identify any one app as your 'social media' even though your habits fit that label.",True
115,teen_social_big_support_aug2_243,,"Your views on social media are practical but conflicted: you usually spend only short bursts on it and post quick updates often, yet you are most tempted to check it after bedtime. It sometimes cuts into sleep, but it rarely makes you compare yourself negatively. Even though you use YouTube most, social media can leave you feeling less connected to friends, and you have some clear rules at home that shape when and how you use it.",True
116,teen_social_big_support_aug2_244,,"Your views on social media are cautious and low-key: you mainly check TikTok briefly, rarely post, and usually follow very strict household rules about when and how you can use apps. Social media does not feel central to your friendships, but it can still occasionally keep you up or make you compare yourself to others.",True
117,teen_social_big_support_aug2_245,,"Your views on social media are mixed: you use it regularly but within limits, share things a few times a week, and usually avoid letting it spill into bedtime or sleep. It helps you feel connected to friends, especially because you use a platform outside the biggest default choices, but you still often catch yourself comparing your life or appearance negatively to what you see. Your parents have a few broad expectations rather than strict controls.",True
118,teen_social_big_support_aug2_246,,"Your views on social media are mixed: you spend a lot of time browsing, especially on platforms outside the biggest few, but you mostly watch, read, or message rather than post publicly. You sometimes stay on after you meant to go to bed, yet you do not usually feel it hurts your sleep. Even though social media can make you compare yourself negatively to others, it also helps you feel more connected to friends, and your parents mostly set only loose expectations.",True
119,teen_social_big_support_aug2_247,,"Your views on social media are conflicted: you do not really think of yourself as a social-media user and have no main platform, but you still make quick daily posts or shares in narrow ways. Even brief check-ins can leave you comparing yourself to others, feeling less connected, and thinking about posts later, so they interfere with sleep despite rarely using social media after bedtime. Your parents set only a few loose limits, leaving you mostly to manage it yourself.",True
120,teen_social_big_support_aug2_248,,"Your views on social media are that it is a big part of your everyday downtime, especially TikTok, but not something you feel is taking over your nights or sleep. You post often enough to stay visible, usually a few times a week, while mostly using social media for entertainment rather than feeling much closer to friends. You sometimes compare yourself negatively to what you see, but you do not see that as constant, and with no real parental rules you manage your own use.",True
121,teen_social_big_support_aug2_249,,"Your views on social media are detached and selective: you rarely post and may say you do not really use any social-media platform, even though you still spend a modest amount of time browsing links, short videos, or group updates. It does not make you compare yourself to others, but it can leave you feeling less connected and, when used in the evening, often leaves you stirred up enough to hurt sleep despite rarely staying on after bedtime. Your parents do not set formal rules, so you mostly self-limit.",True
122,teen_social_big_support_aug2_250,,"Your views on social media are casual but active: you check TikTok for a moderate amount of time, post or share often, and mostly treat it as a way to stay in touch with friends. You manage your own habits without many formal rules, usually avoid using it past bedtime, and do not feel that it hurts your sleep or makes you compare yourself negatively to others.",True
123,teen_social_big_support_aug2_251,,"Your views on social media are cautious but not negative: you use it most days for a moderate amount of time, mainly to keep up with friends on Snapchat, but you rarely post and usually just check messages or stories. You try not to let it interfere with bedtime or sleep, helped by some clear rules at home. You generally feel more connected to friends through social media, though you sometimes notice comparisons that make you feel worse.",True
124,teen_social_big_support_aug2_252,,"Your views on social media are practical and upbeat: you do not spend much total time scrolling, but you like making quick daily posts or shares, mostly on TikTok, to keep friends in the loop. You usually feel connected rather than pressured, though you sometimes check your phone after bedtime and it can occasionally cut into sleep. Your parents have a few loose expectations, but you mostly manage your own use.",True
125,teen_social_big_support_aug2_253,,"Your views on social media are mixed: you spend a lot of time there and post often, mostly on a less common platform, but it does not make you compare yourself to others. You usually avoid scrolling after your intended bedtime, yet the time and attention social media takes earlier still often makes sleep harder, and despite having few limits from adults, it can leave you feeling less connected to friends.",True
126,teen_social_big_support_aug2_254,,"Your views on social media are detached and mostly nonparticipatory: you may spend a modest amount of time looking at online feeds, videos, or links, but you do not really think of yourself as an active social-media user and almost never post. You rarely use it after bedtime, yet when you do get pulled into it, it can disrupt your sleep. You do not usually compare yourself negatively to others online, and social media feels mostly irrelevant to your friendships. Your parents have some loose expectations rather than strict rules.",True
127,teen_social_big_support_aug2_255,,"Your views on social media are shaped by having very strict rules and not really seeing yourself as a social-media user, even if you occasionally post or share something for a specific reason. You keep your time online short and avoid using it after bedtime, but the small amount you do use can still leave you thinking about posts or messages enough that it often disrupts your sleep. You do not usually compare yourself negatively to others, yet social media still tends to make friendships feel more distant than closer.",True
128,teen_social_big_support_aug2_256,,"Your views on social media are mixed: you do not spend much total time on it and rarely post, but quick checks can still happen at night and disrupt your sleep because they leave you thinking about friends, streaks, or comparisons. You mainly use Snapchat to keep in touch, which makes you feel more connected, and you do not experience many explicit rules around your use.",True
